error,favorite_count,id,media_type,media_url,retweet_count
,11018.0,689659372465688576,photo,https://pbs.twimg.com/media/CZIpimOWcAETFRt.jpg,4225.0
,2370.0,689623661272240129,photo,https://pbs.twimg.com/media/CZIJD2SWIAMJgNI.jpg,701.0
,12346.0,689599056876867584,photo,https://pbs.twimg.com/media/CZHyrvOXEAEin-A.jpg,5988.0
,2177.0,689557536375177216,photo,https://pbs.twimg.com/media/CZHM60BWIAA4AY4.jpg,502.0
,3600.0,689517482558820352,photo,https://pbs.twimg.com/media/CZGofjJW0AINjN9.jpg,1552.0
,2390.0,689289219123089408,photo,https://pbs.twimg.com/ext_tw_video_thumb/689289176076959744/pu/img/hEFkFtmMu_hkTlxK.jpg,1008.0
,3491.0,689283819090870273,photo,https://pbs.twimg.com/media/CZDT-mZWsAEK9BH.jpg,1198.0
,2118.0,689280876073582592,photo,https://pbs.twimg.com/media/CZDRTANUMAIPQbN.jpg,779.0
,1228.0,689275259254616065,photo,https://pbs.twimg.com/media/CZDMMY0WEAAQYjQ.jpg,267.0
,2716.0,689255633275777024,,,1168.0
,3244.0,689154315265683456,photo,https://pbs.twimg.com/media/CZBeMMVUwAEdVqI.jpg,1088.0
,2150.0,689143371370250240,photo,https://pbs.twimg.com/media/CZBUO2UWsAAKehS.jpg,557.0
,2904.0,688916208532455424,photo,https://pbs.twimg.com/media/CY-Fn1FWEAQhzhs.jpg,944.0
,2250.0,688908934925697024,photo,https://pbs.twimg.com/media/CY9_BOYWkAAkuzn.jpg,838.0
,2234.0,688898160958271489,photo,https://pbs.twimg.com/media/CY91OENWUAE5agj.jpg,853.0
,2371.0,688894073864884227,photo,https://pbs.twimg.com/media/CY9xf1dUAAE4XLc.jpg,752.0
,1463.0,688828561667567616,photo,https://pbs.twimg.com/media/CY816snW8AYltrQ.jpg,402.0
,1018.0,688804835492233216,photo,https://pbs.twimg.com/media/CY8gWE-WsAA60ZG.jpg,213.0
,2348.0,688789766343622656,photo,https://pbs.twimg.com/media/CY8SocAWsAARuyh.jpg,720.0
,2772.0,688547210804498433,photo,https://pbs.twimg.com/media/CY42CFWW8AACOwt.jpg,763.0
,2452.0,688519176466644993,photo,https://pbs.twimg.com/media/CY4ciRFUMAAovos.jpg,793.0
,9869.0,688385280030670848,photo,https://pbs.twimg.com/media/CY2ivgIWAAIPQzF.jpg,4829.0
